Attr,TotalWorkingYears,Ovt,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,dfh,Age,MonthlyIncome,EnvironmentSatisfaction,NumCompaniesWorked
0,9,1,9,0,7,4,47,4163,4,5
0,24,1,20,8,9,10,41,10124,4,0
0,10,0,10,8,6,15,34,6125,3,1
0,10,0,10,4,9,16,35,7639,1,1
0,6,0,5,2,3,16,34,2553,3,1
0,21,0,7,7,0,3,51,13734,4,0
0,22,1,3,2,2,23,53,18665,2,9
0,8,0,5,1,4,11,49,4507,4,3
0,12,0,5,2,2,4,40,5562,3,4
0,14,0,13,9,7,7,33,11691,3,0
0,5,1,2,2,0,23,26,4157,3,7
0,9,0,6,4,5,7,51,5155,3,7
1,3,1,3,2,2,1,21,2174,1,1
0,8,0,4,3,1,3,37,4107,4,3
0,8,0,2,2,2,11,34,2654,2,3
0,5,0,5,3,3,4,27,2517,1,3
0,3,0,3,2,2,1,29,3760,1,1
0,5,0,3,2,2,21,20,2678,2,1
0,24,1,7,7,7,24,45,10851,4,0
0,18,0,3,2,2,28,43,4739,2,4
1,29,1,8,1,7,7,21,19237,3,2
0,19,0,3,2,2,3,38,2143,4,0
0,10,0,10,9,2,5,30,6118,4,1
1,5,0,0,0,0,2,28,3485,1,2
0,14,0,14,8,11,9,27,6474,3,1
0,5,0,5,2,3,28,40,4189,4,1
0,1,0,1,0,0,1,41,2693,1,1
0,27,0,26,0,12,1,46,17567,4,1
0,5,0,0,0,0,9,24,3485,1,2
0,6,0,2,2,2,2,31,3468,1,1
0,8,0,5,4,2,4,33,3838,1,8
0,6,0,2,2,2,9,28,2377,3,5
1,1,0,1,0,0,4,26,2693,3,1
0,10,0,7,7,7,11,36,5915,1,1
0,16,0,4,3,3,24,57,13549,1,2
0,21,1,19,9,2,13,39,17123,3,1
0,8,0,6,5,3,8,33,6447,2,6
0,28,1,22,2,13,3,47,13770,4,9
0,12,1,7,7,7,4,32,6172,1,5
0,9,1,5,3,0,4,34,9713,3,2
0,5,0,5,3,3,4,27,2517,1,3
1,9,0,9,8,7,6,34,9619,3,1
0,16,1,4,2,2,3,36,5021,1,8
0,7,0,0,0,0,10,30,3306,4,7
1,1,1,1,1,0,24,28,2408,3,1
0,6,1,5,3,3,17,24,2342,4,1
0,13,0,13,12,9,1,56,6306,3,0
0,7,0,1,0,0,3,59,2177,3,3
0,12,1,5,3,4,24,57,9439,3,0
0,8,0,8,2,7,10,34,5063,4,0
0,6,0,2,2,2,2,27,3468,1,1
0,6,0,5,4,4,1,48,4345,1,0
0,4,0,4,2,3,7,38,2610,4,1
0,10,0,10,8,7,1,35,7441,4,0
0,8,1,5,2,2,8,43,4522,3,0
0,7,0,4,3,2,2,40,3377,3,1
0,13,0,11,9,9,2,34,5957,4,6
0,1,0,1,0,0,21,24,1790,4,1
0,9,1,4,3,2,18,42,5410,4,3
0,16,0,13,9,12,18,36,9699,2,4
0,1,0,1,0,1,1,23,1223,4,1
0,3,0,2,2,1,2,29,2400,2,0
0,18,1,16,14,12,2,36,5410,3,9
0,4,1,3,2,2,10,37,4538,3,0
0,9,1,9,0,7,2,53,4163,4,1
0,6,0,5,4,3,2,55,8463,4,0
1,2,0,2,2,1,15,33,2096,3,3
0,9,0,1,0,0,16,37,10096,4,0
0,6,0,6,5,3,1,55,6499,1,1
0,22,0,0,0,0,10,36,18061,3,1
0,15,0,2,2,2,2,45,13116,4,1
0,10,0,10,5,7,25,35,2011,3,1
0,22,0,20,8,8,7,60,16792,1,1
0,6,1,5,4,4,1,27,6349,3,0
0,8,0,8,7,7,20,31,4244,3,1
0,16,0,1,0,0,23,42,15992,1,2
0,8,1,7,6,7,2,34,4537,3,4
0,4,1,3,2,2,2,32,4078,3,4
0,17,1,2,2,2,12,42,2587,4,1
0,4,1,3,2,2,7,45,4035,4,0
0,28,1,22,11,10,4,47,10333,3,1
0,7,1,6,2,5,1,44,3298,1,2
0,9,0,9,8,7,8,32,8998,2,6
0,6,0,6,3,3,20,29,9525,4,7
1,0,0,0,0,0,2,58,1420,2,1
0,12,1,5,3,2,1,33,5660,2,2
0,5,1,2,2,2,11,51,2660,4,1
0,6,0,6,2,2,29,24,3907,2,1
0,10,0,9,7,2,8,42,6825,3,6
0,9,0,3,2,2,7,45,6434,1,1
0,11,1,11,8,7,8,42,5209,3,1
1,9,1,5,2,4,4,35,4440,4,1
0,7,1,3,2,2,2,36,2644,3,8
0,6,0,6,2,2,29,24,3907,2,1
0,22,0,10,7,8,10,30,10739,3,8
0,8,1,5,2,4,10,31,6583,3,2
0,25,0,4,2,3,1,29,19081,3,1
0,7,0,7,7,7,23,35,2570,4,1
0,6,1,6,2,4,2,42,5769,3,1
0,15,0,12,11,11,4,40,10855,3,5
1,3,1,0,0,0,10,29,2404,4,6
0,5,0,5,4,2,2,42,4639,4,4
0,10,0,10,0,2,5,31,5476,1,1
1,7,1,2,2,2,2,32,9907,3,7
0,14,0,13,7,8,2,27,4508,3,2
0,6,1,6,2,4,2,42,5769,3,4
0,16,0,2,2,1,17,42,9208,1,4
0,4,1,2,2,2,1,25,4559,1,4
0,8,0,6,2,0,10,23,5071,3,3
0,10,0,3,2,2,13,42,5347,4,0
0,20,0,20,7,13,26,40,5605,2,1
1,14,0,4,2,2,5,26,10596,3,5
0,9,1,9,0,7,2,30,8837,4,1
0,3,0,3,2,2,15,27,2572,3,1
0,14,0,13,9,7,7,33,11691,3,0
0,16,0,15,11,11,20,49,6567,3,1
0,14,0,1,0,0,27,43,6781,2,3
0,5,0,3,2,2,4,28,4033,3,1
0,8,1,5,4,4,8,25,2436,1,1
0,0,0,0,0,0,2,38,1611,3,1
0,8,1,2,2,2,8,40,4069,4,3
0,10,0,9,8,8,3,38,5906,4,0
0,15,0,14,10,10,9,33,2781,1,3
0,11,0,7,7,7,2,38,6893,2,4
0,9,0,7,7,2,1,33,9667,4,9
0,9,0,4,3,3,9,54,2897,1,3
0,7,0,5,0,4,8,28,2238,1,1
0,10,0,9,8,8,25,45,5906,2,0
0,6,0,6,5,4,13,32,6397,1,1
0,27,1,1,0,0,9,50,19331,3,1
0,10,0,6,3,2,1,54,6077,4,0
0,5,0,5,2,3,5,46,4256,3,5
0,7,0,5,1,3,10,40,6852,2,6
0,27,0,15,11,8,4,48,10999,3,0
0,16,0,5,2,2,3,37,13664,1,4
1,2,0,2,2,2,29,31,2743,3,1
0,9,1,9,6,1,3,27,4249,3,3
0,10,1,9,5,8,15,29,4193,4,0
0,6,1,6,5,4,23,24,2725,2,4
0,15,1,1,0,0,6,45,5811,4,3
0,10,1,1,0,0,1,38,7861,3,1
0,7,1,2,2,2,2,32,5440,4,6
0,4,0,4,3,3,2,38,2440,4,1
0,11,0,11,10,1,1,29,7918,2,4
1,10,0,10,7,8,26,45,8789,1,7
0,21,0,18,16,11,5,42,19419,3,2
0,10,1,7,7,0,10,33,2778,3,1
0,21,0,20,8,9,4,40,19033,4,1
0,1,0,1,0,0,3,26,2033,4,1
1,34,1,33,7,9,11,32,2277,4,3
0,3,1,2,2,2,3,35,2695,2,0
0,17,0,6,5,2,10,38,3420,3,7
0,4,1,4,2,2,9,37,2326,2,1
0,9,1,4,2,1,3,34,8103,4,4
0,14,1,6,4,4,1,59,11904,2,3
0,22,1,21,9,14,26,40,13758,3,0
1,1,0,1,0,0,2,19,1102,2,1
0,31,1,1,0,0,7,56,10008,1,1
0,34,1,33,9,0,8,55,13577,4,1
0,5,0,4,3,2,1,28,2272,4,1
0,26,1,2,2,1,3,44,19513,4,4
0,2,0,2,2,2,27,34,2376,3,1
0,10,0,9,7,7,3,28,7655,4,0
0,10,1,10,0,9,1,46,7642,3,1
1,1,1,1,0,0,2,35,2074,1,1
0,13,0,8,7,2,3,36,2088,4,4
0,5,0,1,0,0,11,27,2534,3,9
0,30,1,5,3,3,2,59,13726,3,1
1,18,0,17,13,14,9,46,2743,3,1
0,10,0,0,0,0,11,52,6644,1,2
0,7,0,5,4,2,2,30,2089,1,4
0,10,0,3,2,2,3,49,4789,3,1
0,10,0,10,8,3,1,35,6524,3,4
0,17,0,15,11,9,5,25,5902,1,4
0,5,0,5,3,4,1,45,2289,4,1
0,28,1,7,7,7,2,46,16872,3,1
0,1,0,1,0,0,16,48,2836,2,1
1,11,1,0,0,0,16,33,8564,1,2
0,7,0,7,2,7,6,51,4084,4,1
1,10,0,9,0,8,1,29,5582,1,0
0,21,1,21,8,6,25,19,19197,2,1
0,7,0,6,5,4,1,46,4523,2,0
0,6,0,4,3,2,2,46,5326,3,6
1,5,1,3,2,2,2,28,3464,1,5
0,6,0,2,0,2,4,56,2187,4,4
0,10,0,10,4,9,10,33,5487,2,1
1,11,0,11,10,8,8,51,4152,1,1
0,10,1,10,2,7,2,30,6179,3,1
0,31,0,25,8,7,2,53,15427,1,2
0,10,0,8,0,7,1,43,4485,2,4
1,1,1,1,0,0,11,20,2600,4,3
0,21,0,7,6,7,10,41,17181,4,4
0,8,0,5,4,3,28,45,2132,4,4
0,6,0,3,2,2,21,39,5324,3,7
0,9,1,5,4,3,4,45,5006,3,5
0,23,0,20,4,8,9,44,13525,2,6
0,1,0,1,0,0,2,45,2274,2,1
0,9,0,9,7,7,10,27,8793,4,1
0,4,0,4,2,2,16,43,4908,3,7
0,9,0,8,7,1,13,34,8628,4,7
0,13,1,10,6,3,10,54,10368,4,4
0,1,0,1,0,0,19,32,2642,2,9
0,8,0,8,6,7,29,28,6549,3,1
0,16,0,1,0,0,23,42,15992,1,2
0,10,0,10,7,9,8,36,4554,1,6
0,23,0,20,4,8,26,42,13525,3,5
0,2,0,2,2,2,19,22,2323,3,3
0,3,0,3,2,2,8,35,2572,1,1
0,10,0,10,7,7,7,49,5337,2,5
0,7,0,7,7,7,19,27,4066,4,1
0,17,0,17,12,7,1,37,2115,4,1
0,11,1,11,8,7,10,41,5209,1,6
1,24,1,5,2,4,2,55,19859,4,5
0,8,0,2,2,0,5,42,2093,2,1
1,4,1,2,2,2,1,29,4787,1,9
0,9,1,9,7,6,18,49,6074,1,1
0,18,1,18,14,11,1,56,6201,3,4
0,10,0,9,7,0,1,35,5363,4,0
0,21,0,6,0,3,9,39,19431,4,2
0,20,1,20,8,8,2,47,3221,2,1
1,6,0,2,2,2,3,25,4031,1,5
0,6,1,6,5,3,2,42,3622,2,1
0,7,0,2,2,2,6,59,2267,2,8
0,1,0,1,0,0,13,24,2033,4,9
0,24,0,22,6,14,2,42,18880,1,5
0,1,0,1,0,0,4,45,2956,1,1
0,17,0,17,14,8,8,36,10096,3,0
1,28,0,7,7,3,9,46,10096,1,6
0,8,0,8,7,7,6,27,9355,2,5
1,22,1,21,9,14,12,42,13758,3,6
0,17,1,7,7,7,23,31,10252,3,2
0,33,0,12,9,8,23,53,14275,4,6
0,14,0,1,0,0,3,30,6553,1,9
0,7,1,3,2,2,6,32,2073,1,0
1,9,1,9,1,8,13,31,11916,3,1
0,26,0,14,13,8,5,53,19094,3,1
0,11,0,7,0,6,29,29,6384,4,0
1,1,0,1,0,0,5,39,1081,4,9
0,4,0,2,1,2,16,30,5301,4,8
0,5,0,5,2,4,12,23,2647,4,1
0,6,0,5,3,2,2,42,2226,4,2
0,10,0,10,5,7,11,26,2011,3,3
0,16,0,9,8,0,29,52,3482,1,9
0,13,0,6,1,5,3,59,5171,3,5
0,7,1,2,2,2,1,36,3977,4,1
0,10,0,7,6,7,1,46,3423,4,0
0,9,0,8,7,1,22,21,8628,4,7
0,4,0,4,2,2,1,31,2218,4,1
0,5,1,5,3,3,2,46,4194,3,4
1,10,0,0,0,0,1,32,6735,1,4
0,8,0,6,2,0,10,23,5071,3,6
1,5,1,5,2,0,3,30,2307,4,3
0,10,0,9,7,6,9,34,8500,4,0
0,8,1,1,0,0,10,37,6694,4,2
0,4,0,3,2,2,9,29,4374,4,1
0,17,1,3,0,0,2,36,9602,2,4
0,12,0,4,2,3,1,45,5399,2,0
0,5,0,3,2,2,3,34,2819,2,2
0,6,0,5,4,3,2,55,8463,4,4
0,7,0,0,0,0,10,30,3306,4,1
0,16,1,15,10,11,22,34,5747,3,4
1,11,0,3,2,2,21,19,6870,4,3
0,9,0,5,2,4,2,34,3149,4,8
0,6,1,6,5,4,1,38,4647,2,4
0,17,0,16,10,13,3,38,10609,1,0
0,27,0,5,4,1,1,48,16885,1,2
0,9,0,7,7,7,8,29,9715,3,3
0,15,0,13,12,0,2,20,10306,4,9
0,6,1,6,5,4,1,38,4647,2,4
0,19,0,10,7,9,1,26,5562,4,6
0,12,0,2,2,2,2,48,8120,2,3
0,30,0,4,3,3,1,44,17639,3,1
0,1,0,1,0,1,2,32,1223,3,2
1,26,1,24,10,11,2,45,18824,1,2
0,4,1,3,2,2,1,33,4078,3,0
0,7,0,7,7,3,4,52,2279,1,1
0,1,1,1,0,0,10,46,2413,3,1
0,10,0,1,0,0,3,38,9985,2,0
0,5,0,5,3,4,7,37,4401,4,1
0,13,1,3,2,2,16,40,8847,2,1
0,19,0,2,2,2,6,48,4240,1,2
0,4,0,4,2,2,6,27,2539,4,3
0,36,0,7,3,7,8,56,19717,4,6
0,11,0,3,2,2,7,29,2062,4,1
0,16,0,2,2,1,12,50,9208,3,4
0,7,0,7,5,7,1,37,5993,1,1
0,13,0,13,7,9,8,31,10793,1,1
0,21,0,20,7,9,10,42,16799,3,0
1,0,0,0,0,0,8,18,1904,1,1
0,6,0,2,2,2,15,29,2543,2,3
0,4,1,3,2,0,2,42,2696,3,0
0,6,0,4,1,3,17,28,2367,3,1
0,3,1,1,1,0,8,33,3617,3,8
0,5,0,4,2,2,2,38,4377,3,1
1,19,1,1,0,0,24,44,3161,4,1
0,9,0,5,4,3,6,38,6782,3,1
0,29,0,8,7,7,7,49,10466,3,0
1,7,0,1,0,0,2,28,2559,3,1
0,10,1,7,7,7,2,30,3339,3,3
0,21,1,1,0,0,6,43,16627,2,4
0,4,0,2,2,2,4,31,3978,1,1
0,25,0,1,0,0,1,48,18265,4,1
1,10,1,9,7,5,2,27,5855,3,0
0,9,0,4,2,3,29,30,9250,3,8
1,9,1,5,2,4,4,35,4440,4,1
0,10,0,5,4,1,7,31,11557,3,1
0,36,0,24,15,15,1,31,18722,1,1
1,10,1,9,7,5,2,27,5855,3,0
0,7,0,5,1,3,10,40,6852,2,6
0,8,0,0,0,0,6,38,3968,4,4
0,4,1,3,2,2,7,31,4171,3,1
0,7,0,7,7,7,15,48,5675,4,7
0,10,1,10,9,7,10,36,5673,2,1
1,20,0,4,3,3,28,49,4284,1,3
0,6,1,1,0,0,3,24,2437,4,3
1,1,1,0,0,0,6,23,1601,3,1
0,7,0,7,5,7,1,37,5253,2,4
0,11.26224282,1,10,7,8,20,55,5415,2,1
0,1,0,1,0,0,4,45,2956,1,1
0,19,0,18,10,7,7,31,9613,2,0
1,4,1,2,2,0,13,29,2335,1,0
0,5,0,4,3,2,20,23,2272,1,1
0,10,0,7,7,7,10,39,5377,2,2
0,10,1,10,8,6,6,27,9852,3,5
0,15,0,11,8,10,8,35,5677,4,6
0,22,1,17,13,9,16,43,16064,4,1
0,9,0,5,3,2,22,48,2974,4,1
0,6,0,3,2,2,2,35,2201,2,9
1,8,0,7,7,6,23,34,3068,1,1
0,17,0,7,7,7,13,36,5237,1,0
0,19,0,18,7,13,7,32,6347,3,0
0,7,0,2,2,2,3,36,4969,3,8
0,13,0,8,7,2,1,26,2088,1,4
0,22,0,22,3,11,28,25,13503,1,0
0,18,0,18,15,12,15,40,10435,1,1
0,6,1,6,5,4,3,27,4647,4,1
0,15,0,11,9,9,8,31,4717,2,9
1,1,0,1,0,0,1,31,1359,2,8
0,8,0,5,4,4,26,23,3038,1,3
0,16,1,1,0,0,6,41,13591,4,1
0,8,0,1,0,0,1,38,9679,4,1
0,6,1,5,4,2,5,27,2379,4,0
0,10,0,10,0,2,5,31,5476,1,1
0,24,1,5,2,4,15,58,19859,2,1
0,1,0,1,0,0,14,40,1274,4,1
0,7,0,2,2,2,1,35,2506,4,3
0,6,0,4,1,3,5,27,2367,4,5
0,22,0,2,2,1,3,33,18947,1,1
0,8,0,1,0,0,1,38,9679,4,8
0,5,0,0,0,0,5,33,2976,2,3
0,10,0,9,2,7,6,30,4627,1,0
0,8,0,8,7,7,28,34,6712,4,8
0,19,0,5,2,4,2,55,2662,2,8
0,9,0,7,7,7,17,28,9991,4,0
0,19,0,18,7,13,7,32,6347,3,5
0,6,0,5,3,2,2,27,2226,2,2
1,6,1,3,2,2,4,41,2799,3,3
0,8,1,8,0,7,7,38,5605,1,1
0,11,0,11,8,9,3,34,5433,4,1
0,18,0,4,2,2,29,30,5131,4,7
0,4,0,4,3,2,2,29,4649,4,1
0,8,1,8,5,4.12229543,4,26,2875,3,1
0,6,0,4,2,2,2,27,2580,4,2
0,16,0,1,0,0,23,42,15992,1,2
0,22,1,1,0,0,7,53,13194,4,4
0,18,1,10,9,9,1,28,5577,2,2
0,7,0,7,7,7,2,25,5206,4,1
0,20,1,18,13,17,6,41,4721,4,1
0,9,0,8,7,7,6,31,4534,3,0
0,8,0,5,4,2,5,33,9998,2,6
0,8,0,3,2,2,10,28,2109,4,0
1,7,1,3,2,2,22,31,2644,4,9
0,11,0,5,3,2,21,42,5265,3,1
0,19,1,1,0,0,3,38,6861,2,4
0,24,0,22,6,17,8,49,10248,1,3
0,9,0,8,7,7,1,49,8621,2,1
1,9,0,3,2,2,28,50,7119,3,4
0,9,0,9,8,0,1,41,6932,3,1
0,7,0,5,3,4,6,34,2766,4,1
0,18,0,3,2,2,15,29,4739,1,4
0,10,1,5,4,2,2,38,7756,4,1
1,7,1,5,4,3,2,33,4963,1,9
0,8,0,7,7,5,9,37,8396,3,6
0,32,1,30,8,13,7,34,11245,4,0
0,15,0,0,0,0,3,34,12504,2,3
0,3,0,3,2,2,8,35,2572,1,1
0,17,0,7,7,7,27,35,6883,4,1
0,2,0,2,2,2,10,23,3505,1,3
0,5,0,4,2,3,10,37,4450,1,1
0,10,0,6,3,3,10,42,2936,3,3
0,6,1,6,2,3,4,27,6142,2,1
1,10,1,8,7,7,5,52,8446,2,5
0,10,1,7,7,7,2,28,2213,2,1
1,17,1,5,3,3,5,25,5231,3,1
0,9,0,7,7,7,29,38,6261,4,1
1,12,1,7,7,7,6,31,6172,2,5
0,37,0,6,4,2,7,56,7260,4,4
0,16,0,1,0,0,2,35,5093,4,2
0,25,1,7,1,7,1,49,13964,3,7
0,6,0,4,3,1,2,25,3424,1,2
0,20,0,20,11,17,3,31,4541,3,1
0,7,1,3,2,2,6,32,2073,1,4
0,10,0,3,2,2,16,28,6430,4,0
0,13,1,10,6,3,2,46,10368,3,4
1,1,0,0,0,0,1,19,2325,3,8
0,30,0,4,3,3,1,44,17639,3,5
0,17,0,16,6,13,17,38,8095,2,0
0,6,0,6,3,5,23,29,4000,1,1
0,10,0,8,0,7,3,36,4485,3,2
1,4,1,4,2,2,25,32,2326,2,4
1,12,0,5,3,3,15,36,6513,4,0
0,7,0,5,4,2,1,34,3294,4,5
0,25,0,9,7,4,1,27,10512,3,1
1,12,0,1,0,0,20,31,9824,1,3
0,8,0,3,2,2,11,37,3629,1,4
0,10,0,5,2,3,10,32,3433,1,3
0,11,0,10,8,7,3,39,3069,3,1
0,25,0,25,10,9,1,54,14336,3,1
1,0,1,0,0,0,2,31,1878,2,8
0,7,0,3,2,2,3,47,3669,3,1
1,5,1,2,2,2,6,34,2313,3,4
0,11,0,11,10,8,2,30,4152,3,1
0,10,0,10,2,2,9,29,4089,2,0
0,6,0,6,5,4,12,40,6274,2,1
0,10,0,5,1,3,8,34,6142,2,3
0,32,0,5,1,3,2,36,14814,2,1
0,26,0,22,9,10,5,44,18213,2,7
0,20,0,20,16,6,8,44,4907,1,1
0,23,0,2,2,2,2,33,15202,4,2
0,8,0,8,7,7,1,26,5296,3,4
0,10,0,5,2,3,10,32,3433,1,3
0,1,1,1,0,0,18,35,2121,3,1
0,7,0,2,2,2,3,36,4969,3,5
1,1,0,1,0,0,22,24,1555,4,1
1,9,0,3,1,2,13,31,9526,4,2
0,10,0,10,7,8,1,35,8789,3,1
0,21,0,18,7,5,7,37,12169,3,0
0,5,1,3,2,2,3,42,2373,2,2
0,5,0,5,2,0,27,30,4601,3,8
0,20,0,20,7,10,2,39,4553,4,0
0,17,0,16,10,13,3,38,10609,1,4
0,20,0,20,16,6,8,44,4907,1,1
0,1,1,1,0,0,8,56,2926,1,1
0,6,0,5,4,3,2,55,8463,4,4
0,14,1,0,0,0,12,42,5087,2,3
0,6,0,6,4,3,4,33,8853,4,1
0,1,0,1,0,0,3,35,1281,3,1
0,11,0,5,4,2,2,28,6091,2,2
0,11,1,11,8,7,4,30,5209,3,5
0,1,1,1,0,0,22,30,2398,4,1
0,3,0,3,2,2,23,26,2886,1,1
1,6,1,2,0,0,1,24,2293,2,2
0,6,0,4,1,3,17,28,2367,3,1
0,5,0,3,2,2,2,34,4033,4,2
0,9,0,4,3,2,10,39,13464,3,2
0,6,0,6,3,5,23,29,4000,1,1
0,24,0,20,6,17,4,49,16328,4,2
0,4,0,3,2,2,7,33,4302,4,0
1,1,0,1,0,0,9,23,1790,4,9
0,1,0,1,0,0,21,24,1790,4,1
0,10,1,10,9,5,3,29,4723,2,1
0,10,0,7,7,7,3,32,11159,3,3
0,15,1,13,11,7,25,37,4449,2,3
1,5,0,4,3,2,2,27,3041,3,0
0,36,0,10,8,7,22,54,17426,2,3
0,7,1,4,3,3,3,33,2277,4,0
0,4,0,3,2,2,7,36,4851,2,0
0,10,0,9,7,6,9,34,8500,4,0
1,1,1,1,0,0,1,29,2319,2,0
1,12,0,9,7,3,2,55,5160,3,4
0,24,0,22,6,17,8,49,10248,1,3
0,13,1,7,7,5,2,41,2306,1,2
1,16,1,2,2,2,13,36,6134,2,5
0,8,1,1,0,0,16,35,6694,3,7
0,19,0,1,0,0,15,29,2086,1,9
0,10,1,10,6,7,21,35,4014,4,1
0,6,0,5,4,4,1,32,2703,1,0
0,14,0,14,8,1,14,34,9888,4,1
0,20,0,17,9,15,24,36,2348,1,8
0,23,0,20,4,8,9,44,13525,2,6
0,26,0,7,7,7,7,53,18606,4,3
0,8,0,8,0,7,7,33,2370,2,1
0,8,1,5,4,4,21,39,6120,1,3
1,1,0,1,0,0,24,29,1091,3,1
0,10,1,5,2,4,10,35,6142,1,0
0,15,0,5,4,0,9,40,2018,4,3
1,6,0,6,2,4,1,29,3445,4,2
0,31,0,7,7,0,12,31,14732,3,2
0,9,0,3,2,0,2,53,16422,3,1
0,2,0,2,2,2,28,43,2610,3,1
0,9,0,7,7,2,10,30,9667,1,1
0,16,1,16,10,1,25,35,10388,3,1
0,3,0,3,2,2,22,49,2706,4,0
0,8,0,5,3,2,20,31,2270,3,1
0,10,0,4,2,3,25,26,2075,1,1
0,9,0,7,7,7,17,28,9991,4,0
0,7,1,5,2,4,2,26,2795,4,1
1,3,0,2,2,2,9,46,2791,3,0
0,10,0,10,7,8,9,35,5098,2,1
1,7,0,2,2,2,3,33,2267,1,0
0,10,1,10,9,7,10,36,5673,2,6
0,1,1,1,0,0,8,56,2926,1,1
0,10,0,4,3,3,2,42,6272,3,7
1,1,1,1,0,0,24,26,2340,3,1
0,14,0,14,8,8,8,39,10400,1,1
0,10,0,5,2,3,7,44,5332,4,6
0,10,1,10,9,8,2,43,7847,4,4
0,20,1,4,2,3,8,52,5405,4,2
0,10,0,9,8,5,10,38,6674,3,1
0,10,0,7,7,7,10,36,7094,4,0
0,10,1,9,7,1,1,25,4878,4,0
0,9,0,5,3,3,8,32,5175,3,5
0,13,0,4,3,2,12,38,6288,1,2
0,8,1,7,7,0,1,34,2741,2,0
0,4,0,4,2,2,24,31,2439,4,1
0,10,0,10,8,7,25,45,4285,4,1
1,18,0,17,13,14,16,36,2743,3,1
0,9,0,9,8,7,8,32,8998,2,6
0,8,0,8,7,3,7,38,6725,3,1
0,8,0,4,3,3,4,37,2532,3,1
0,7,1,2,2,2,4,45,2759,2,6
0,8,0,8,6,7,1,30,6549,4,1
0,8,0,7,7,7,3,36,2544,4,0
0,21,0,21,16,10,7,41,19973,2,2
0,1,0,1,0,0,3,32,1359,3,1
0,12,0,6,3,4,2,46,7379,4,2
0,8,0,5,3,1,20,45,4850,4,7
0,1,0,1,0,0,8,40,2972,4,3
0,2,0,2,2,2,2,50,2789,2,1
0,10,1,10,9,6,1,34,7083,4,4
0,20,0,5,3,2,2,40,2001,3,2
0,9,0,2,2,2,3,31,13675,2,9
0,14,0,7,3,7,2,27,2768,2,2
0,10,0,10,7,9,10,38,5343,1,1
0,27,0,5,4,1,1,30,16885,3,1
0,8,0,5,2,4,24,53,5869,4,9
0,17,0,3,2,2,23,44,3068,4,4
0,10,0,10,9,9,8,36,7510,4,1
0,20,1,19,10,7,9,45,5067,3,1
0,7,0,1,0,0,2,48,2559,4,1
1,4,0,4,2,2,9,32,2539,3,1
0,5,0,5,2,3,9,37,4189,2,1
1,2,0,2,2,2,9,34,2742,1,0
0,6,1,1,0,0,3,24,2437,4,9
0,28,1,22,11,10,10,28,10333,4,8
1,23,0,22,15,8,12,41,19545,2,2
0,14,1,0,0,0,8,33,6388,4,0
1,7,1,7,7,6,4,25,3691,4,1
0,6,0,5,3,2,9,40,2774,1,1
1,1,1,1,0,0,21,19,2121,4,1
1,8,0,7,7,7,6,39,3578,3,1
0,26,0,3,2,1,2,46,17861,1,6
0,12,0,2,2,2,2,48,8120,2,4
1,6,1,6,3,2,7,24,2886,1,1
0,4,0,3,2,2,9,29,4374,4,0
0,13,1,3,2,2,9,36,8847,2,2
0,1,0,1,0,0,14,40,1274,4,3
0,5,0,5,3,2,10,26,4684,3,6
1,33,0,32,14,9,2,52,19845,1,1
0,26,1,24,10,11,1,36,18824,3,2
0,2,0,2,2,1,1,25,2096,4,1
1,4,0,3,2,2,1,24,4302,3,4
0,8,0,6,2,0,10,23,5071,3,3
0,21,0,20,15,12,18,39,18041,2,0
0,4,0,4,2,3,7,33,2610,3,1
0,10,0,8,7,7,1,39,5304,2,4
0,27,0,15,11,8,4,48,10999,3,0
1,10,1,10,7,7,27,35,5813,3,8
0,10,0,10,9,8,16,28,6812,3,1
0,9,0,8,7,7,2,39,7880,1,0
0,16,0,9,8,8,8,40,13757,4,2
0,14,0,10,8,6,8,33,3143,4,3
1,2,0,1,1,0,7,58,2296,4,1
0,7,0,2,2,2,1,30,3833,4,3
0,21,1,5,0,2,8,55,14756,4,2
1,19,0,10,7,8,7,32,4810,2,1
0,9,0,4,2,3,29,30,9250,3,3
1,0,1,0,0,0,2,19,5087,2,3
0,4,0,3,0,2,1,32,2314,4,0
0,4,0,0,0,0,10,32,4648,4,8
0,11,1,5,4,2,14,47,4591,3,3
1,6,1,3,2,2,4,41,2799,3,3
0,9,1,8,7,7,1,26,7553,3,0
0,21,0,1,0,0,5,42,18303,4,1
0,28,1,5,4,4,4,44,7969,2,1
0,1,0,1,0,0,4,35,1951,3,1
0,21,0,21,6,6,9,39,16704,4,1
0,13,0,12,7,7,29,31,5468,1,8
0,35,1,5,2,4,7,53,10934,1,7
0,28,1,8,3,7,2,34,18172,1,1
0,1,0,1,1,0,1,33,2008,2,1
1,0,0,0,0,0,2,19,5163,2,0
1,16,1,16,15,10,9,20,2323,2,1
1,15,1,12,8,7,11,32,8321,4,7
0,7,0,7,7,7,2,25,5206,4,1
1,22,1,21,9,14,12,42,13758,3,6
1,6,1,1,0,0,17,43,2437,3,9
1,12,1,0,0,0,24,53,6877,3,1
0,6,1,6,5,1,10,18,6833,3,1
0,8,0,6,2,4,5,37,6347,4,7
0,15,0,7,7,7,2,35,5762,2,1
0,0,0,0,0,0,10,18,1200,4,1
0,10,1,3,1,2,29,45,9380,2,1
1,1,1,1,0,0,1,29,2319,2,1
